id	title	description	link	image_link	availability	price	condition	brand	gtin	shipping	return_policy
lumelle-cap	Lumelle Satin-Lined Waterproof Shower Cap	Satin-lined, waterproof cap that blocks steam to keep silk presses, curls, and braids frizz-free.	https://lumelle.com/product/shower-cap	https://lumelle.com/uploads/luminele/hero-main-960.webp	in_stock	15.00 GBP	new	Lumelle		GB:::0.00 GBP	30 days, free return by mail
